S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
1541,"1,172.27","1,175.42","1,170.54","1,172.78",-0.20,-0.02,"306,295,008.00",2019-01-24
1542,"1,168.14","1,172.98","1,167.99","1,172.98",4.15,0.36,"238,475,008.00",2019-01-23
1543,"1,164.56","1,172.03","1,163.58","1,168.83",1.14,0.10,"277,291,008.00",2019-01-22
1544,"1,175.68","1,175.68","1,167.69","1,167.69",-11.48,-0.97,"335,558,016.00",2019-01-21
1545,"1,190.67","1,191.41","1,177.02","1,179.17",-8.60,-0.72,"361,756,992.00",2019-01-20
1546,"1,190.66","1,190.66","1,186.52","1,187.77",-0.20,-0.02,"281,347,008.00",2019-01-17
1547,"1,195.54","1,200.32","1,187.97","1,187.97",-7.57,-0.63,"474,423,008.00",2019-01-16
1548,"1,180.98","1,195.54","1,180.78","1,195.54",17.51,1.49,"391,993,984.00",2019-01-15
1549,"1,175.05","1,179.00","1,175.00","1,178.03",2.98,0.25,"259,270,000.00",2019-01-14
1550,"1,181.53","1,182.44","1,173.46","1,175.05",-5.79,-0.49,"353,560,000.00",2019-01-13
1551,"1,179.36","1,183.19","1,179.36","1,180.84",1.48,0.13,"344,812,992.00",2019-01-10
1552,"1,177.87","1,177.07","1,183.12","1,179.36",2.29,0.19,"275,980,992.00",2019-01-09
1553,"1,177.87","1,180.85","1,177.15","1,177.07",-0.40,-0.03,"332,627,008.00",2019-01-08
1554,"1,170.72","1,181.17","1,170.36","1,177.46",6.67,0.57,"322,203,008.00",2019-01-07
1555,"1,178.25","1,181.58","1,170.11","1,170.79",-8.08,-0.69,"298,870,016.00",2019-01-06
1556,"1,180.47","1,184.95","1,178.06","1,178.87",-1.56,-0.13,"262,468,000.00",2019-01-03
1557,"1,185.91","1,186.90","1,180.43","1,180.43",-5.42,-0.46,"246,231,008.00",2019-01-02
1558,"1,187.30","1,196.18","1,183.84","1,185.91",-2.28,-0.19,"227,166,000.00",2019-01-01
1559,"1,204.68","1,207.25","1,188.19","1,188.19",-16.35,-1.36,"390,624,000.00",2018-12-31
1560,"1,215.14","1,219.29","1,204.24","1,204.54",-10.62,-0.87,"433,888,992.00",2018-12-30
1561,"1,216.57","1,232.74","1,211.72","1,215.16",-1.11,-0.09,"1,097,720,064.00",2018-12-27
1562,"1,186.11","1,216.27","1,184.30","1,216.27",30.24,2.55,"679,681,024.00",2018-12-26
1563,"1,192.61","1,192.95","1,182.41","1,186.03",-5.71,-0.48,"337,190,016.00",2018-12-25
1564,"1,198.26","1,207.88","1,190.86","1,191.74",-6.44,-0.54,"695,494,976.00",2018-12-24
