S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
1783,"1,394.73","1,404.53","1,394.28","1,404.53",9.80,0.70,"271,240,000.00",2018-01-25
1784,"1,393.04","1,397.10","1,391.35","1,394.73",1.69,0.12,"218,552,000.00",2018-01-24
1785,"1,402.09","1,402.94","1,392.09","1,393.04",-9.05,-0.65,"301,217,984.00",2018-01-23
1786,"1,402.67","1,407.28","1,400.60","1,402.09",-0.58,-0.04,"336,096,000.00",2018-01-22
1787,"1,406.52","1,413.45","1,402.31","1,402.67",-3.85,-0.27,"381,268,992.00",2018-01-21
1788,"1,413.71","1,413.77","1,399.39","1,406.52",-7.19,-0.51,"398,921,984.00",2018-01-17
1789,"1,431.10","1,431.17","1,408.88","1,413.71",-17.39,-1.22,"340,700,992.00",2018-01-16
1790,"1,440.29","1,442.03","1,426.45","1,431.10",-9.19,-0.64,"316,456,000.00",2018-01-14
1791,"1,456.07","1,457.89","1,439.87","1,440.29",-15.78,-1.08,"356,148,000.00",2018-01-10
1792,"1,443.80","1,457.90","1,441.88","1,456.07",12.27,0.85,"459,059,008.00",2018-01-09
1793,"1,431.80","1,448.78","1,431.80","1,443.80",12.00,0.84,"444,126,016.00",2018-01-08
1794,"1,423.83","1,435.23","1,422.31","1,431.80",7.97,0.56,"316,608,992.00",2018-01-07
1795,"1,416.61","1,423.83","1,414.74","1,423.83",7.22,0.51,"365,937,984.00",2018-01-04
1796,"1,437.24","1,439.24","1,414.96","1,416.61",-20.63,-1.44,"435,828,992.00",2018-01-03
1797,"1,434.80","1,453.85","1,429.85","1,437.24",2.44,0.17,"603,081,984.00",2018-01-02
1798,"1,390.58","1,434.95","1,390.59","1,434.80",44.22,3.18,"462,478,016.00",2018-01-01
1799,"1,414.78","1,414.87","1,382.33","1,390.58",-24.20,-1.71,"422,227,008.00",2017-12-31
1800,"1,425.51","1,427.47","1,409.31","1,414.78",-10.73,-0.75,"732,625,984.00",2017-12-28
1801,"1,447.04","1,447.30","1,421.29","1,425.51",-21.53,-1.49,"643,049,984.00",2017-12-27
1802,"1,467.68","1,470.84","1,445.25","1,447.04",-20.64,-1.41,"523,652,992.00",2017-12-26
1803,"1,472.15","1,481.06","1,466.46","1,467.68",-4.47,-0.30,"500,308,000.00",2017-12-24
1804,"1,484.47","1,487.16","1,470.64","1,472.15",-12.32,-0.83,"447,976,000.00",2017-12-21
1805,"1,493.76","1,494.06","1,482.52","1,484.47",-9.29,-0.62,"391,591,008.00",2017-12-20
1806,"1,508.25","1,510.96","1,493.00","1,493.76",-14.49,-0.96,"490,559,008.00",2017-12-19
1807,"1,509.14","1,516.90","1,507.68","1,508.25",-0.89,-0.06,"518,272,992.00",2017-12-18
1808,"1,520.15","1,520.95","1,505.84","1,509.14",-11.01,-0.72,"479,945,984.00",2017-12-17
1809,"1,520.74","1,524.39","1,515.16","1,520.15",-0.59,-0.04,"404,048,000.00",2017-12-14
1810,"1,510.21","1,520.81","1,504.13","1,520.74",10.53,0.70,"430,999,008.00",2017-12-13
1811,"1,527.75","1,530.84","1,509.86","1,510.21",-17.54,-1.15,"556,129,984.00",2017-12-12
1812,"1,530.49","1,533.01","1,520.19","1,527.75",-2.74,-0.18,"379,048,000.00",2017-12-11
1813,"1,536.54","1,556.84","1,529.12","1,530.49",-6.05,-0.39,"807,576,000.00",2017-12-10
1814,"1,524.87","1,537.51","1,524.36","1,536.54",11.67,0.77,"608,851,968.00",2017-12-06
1815,"1,526.77","1,528.63","1,517.99","1,524.87",-1.90,-0.12,"490,348,992.00",2017-12-05
1816,"1,537.67","1,544.93","1,524.54","1,526.77",-10.90,-0.71,"525,312,992.00",2017-12-04
1817,"1,536.12","1,540.84","1,527.14","1,537.67",1.55,0.10,"714,825,984.00",2017-11-30
1818,"1,523.86","1,548.67","1,523.86","1,536.12",12.26,0.80,"1,009,910,016.00",2017-11-29
1819,"1,513.74","1,524.01","1,510.23","1,523.86",10.12,0.67,"542,232,000.00",2017-11-28
1820,"1,514.34","1,521.15","1,508.22","1,513.74",-0.60,-0.04,"640,464,000.00",2017-11-27
1821,"1,493.29","1,516.73","1,493.29","1,514.34",21.05,1.41,"588,665,984.00",2017-11-26
1822,"1,480.26","1,494.10","1,480.26","1,493.29",13.03,0.88,"426,372,000.00",2017-11-23
1823,"1,469.16","1,482.05","1,470.97","1,480.26",8.02,0.54,"295,387,008.00",2017-11-22
1824,"1,469.16","1,481.30","1,465.89","1,472.24",3.08,0.21,"290,092,000.00",2017-11-21
1825,"1,475.72","1,476.53","1,467.07","1,469.16",-6.56,-0.44,"354,720,000.00",2017-11-20
1826,"1,489.06","1,494.20","1,475.04","1,475.72",-13.34,-0.90,"424,575,008.00",2017-11-19
1827,"1,504.79","1,506.81","1,488.52","1,489.06",-15.73,-1.05,"416,516,000.00",2017-11-16
1828,"1,516.02","1,521.01","1,503.97","1,504.79",-11.23,-0.74,"584,502,016.00",2017-11-15
1829,"1,490.88","1,521.87","1,490.82","1,516.02",25.14,1.69,"681,294,016.00",2017-11-14
1830,"1,477.14","1,492.02","1,476.86","1,490.88",13.74,0.93,"514,395,008.00",2017-11-13
1831,"1,460.73","1,477.19","1,456.66","1,477.14",16.41,1.12,"323,486,016.00",2017-11-12
1832,"1,466.62","1,475.83","1,452.24","1,460.73",-5.89,-0.40,"444,492,992.00",2017-11-09
1833,"1,484.45","1,484.54","1,459.40","1,466.62",-17.83,-1.20,"446,584,992.00",2017-11-08
1834,"1,493.42","1,503.32","1,483.92","1,484.45",-8.97,-0.60,"377,729,984.00",2017-11-07
1835,"1,496.46","1,503.43","1,480.32","1,493.42",-3.04,-0.20,"486,160,000.00",2017-11-06
1836,"1,522.81","1,524.43","1,489.17","1,496.46",-26.35,-1.73,"581,257,024.00",2017-11-05
1837,"1,526.51","1,527.08","1,519.77","1,522.81",-3.70,-0.24,"360,876,000.00",2017-11-02
1838,"1,533.53","1,535.88","1,523.52","1,526.51",-7.02,-0.46,"368,937,984.00",2017-11-01
1839,"1,536.72","1,539.94","1,528.12","1,533.53",-3.19,-0.21,"339,512,992.00",2017-10-31
1840,"1,540.23","1,542.91","1,534.20","1,536.72",-3.51,-0.23,"389,572,000.00",2017-10-30
1841,"1,553.72","1,555.21","1,539.41","1,540.23",-13.49,-0.87,"373,524,000.00",2017-10-29
1842,"1,567.64","1,568.06","1,552.91","1,553.72",-13.92,-0.89,"409,729,984.00",2017-10-25
1843,"1,568.30","1,572.40","1,562.56","1,567.64",-0.66,-0.04,"377,179,008.00",2017-10-24
1844,"1,571.92","1,575.67","1,564.48","1,568.30",-3.62,-0.23,"377,179,008.00",2017-10-23
1845,"1,568.35","1,586.89","1,567.96","1,571.92",3.57,0.23,"346,168,992.00",2017-10-22
1846,"1,559.18","1,568.52","1,548.32","1,568.35",9.17,0.59,"350,052,000.00",2017-10-18
1847,"1,564.90","1,573.91","1,552.12","1,559.18",-5.72,-0.37,"554,140,032.00",2017-10-17
1848,"1,518.28","1,564.99","1,518.28","1,564.90",46.62,3.07,"545,788,032.00",2017-10-16
1849,"1,510.02","1,518.47","1,507.95","1,518.28",8.26,0.55,"498,376,000.00",2017-10-15
1850,"1,505.99","1,512.30","1,505.52","1,510.02",4.03,0.27,"386,200,992.00",2017-10-12
1851,"1,502.63","1,513.38","1,499.38","1,505.99",3.36,0.22,"274,908,000.00",2017-10-11
1852,"1,501.89","1,507.82","1,493.97","1,502.63",0.74,0.05,"297,796,000.00",2017-10-10
1853,"1,510.01","1,513.06","1,493.83","1,501.89",-8.12,-0.54,"308,187,008.00",2017-10-09
1854,"1,542.65","1,542.53","1,492.20","1,510.01",-32.64,-2.12,"389,966,016.00",2017-10-08
1855,"1,556.35","1,558.61","1,539.89","1,542.65",-13.70,-0.88,"272,360,992.00",2017-10-04
1856,"1,549.46","1,556.35","1,546.10","1,556.35",6.89,0.44,"129,759,000.00",2017-10-03
1857,"1,545.44","1,553.44","1,545.34","1,549.46",4.02,0.26,"303,448,000.00",2017-09-26
1858,"1,536.92","1,545.65","1,536.85","1,545.44",8.52,0.55,"255,570,000.00",2017-09-25
1859,"1,539.81","1,540.38","1,534.61","1,536.92",-2.89,-0.19,"271,105,984.00",2017-09-24
1860,"1,543.70","1,546.89","1,530.23","1,539.81",-3.89,-0.25,"414,631,008.00",2017-09-20
1861,"1,547.94","1,556.34","1,541.31","1,543.70",-4.24,-0.27,"450,840,992.00",2017-09-18
1862,"1,530.31","1,549.11","1,528.94","1,547.94",17.63,1.15,"576,883,008.00",2017-09-17
1863,"1,493.20","1,530.31","1,489.40","1,530.31",37.11,2.49,"591,177,984.00",2017-09-14
1864,"1,502.20","1,509.24","1,483.96","1,493.20",-9.00,-0.60,"591,177,984.00",2017-09-13
1865,"1,523.26","1,523.26","1,499.55","1,502.20",-21.06,-1.38,"540,275,008.00",2017-09-12
1866,"1,519.66","1,530.23","1,510.23","1,523.26",3.60,0.24,"727,353,984.00",2017-09-11
1867,"1,554.55","1,556.77","1,519.12","1,519.66",-34.89,-2.24,"877,347,968.00",2017-09-10
1868,"1,566.50","1,571.01","1,553.99","1,554.55",-11.95,-0.76,"653,435,008.00",2017-09-07
1869,"1,554.56","1,580.40","1,554.56","1,566.50",11.94,0.77,"702,812,032.00",2017-09-06
1870,"1,580.03","1,580.86","1,553.87","1,554.56",-25.47,-1.61,"809,582,016.00",2017-09-04
1871,"1,598.36","1,599.03","1,577.68","1,580.03",-18.33,-1.15,"789,476,992.00",2017-08-31
1872,"1,612.91","1,614.75","1,595.92","1,598.36",-14.55,-0.90,"848,014,976.00",2017-08-30
1873,"1,622.32","1,627.35","1,611.91","1,612.91",-9.41,-0.58,"870,353,984.00",2017-08-28
1874,"1,617.81","1,627.98","1,617.86","1,622.32",4.51,0.28,"718,817,984.00",2017-08-27
1875,"1,611.27","1,618.03","1,608.96","1,617.81",6.54,0.41,"555,446,976.00",2017-08-24
1876,"1,614.05","1,617.58","1,609.89","1,611.27",-2.78,-0.17,"574,001,024.00",2017-08-23
1877,"1,611.57","1,622.68","1,607.18","1,614.05",2.48,0.15,"662,060,032.00",2017-08-22
1878,"1,617.97","1,619.32","1,609.41","1,611.57",-6.40,-0.40,"474,737,984.00",2017-08-21
1879,"1,629.75","1,633.72","1,617.06","1,617.97",-11.78,-0.72,"705,353,984.00",2017-08-20
1880,"1,632.66","1,633.90","1,624.05","1,629.75",-2.91,-0.18,"629,568,000.00",2017-08-17
1881,"1,629.16","1,644.52","1,625.01","1,632.66",3.50,0.21,"631,038,976.00",2017-08-16
1882,"1,642.13","1,644.74","1,628.04","1,629.16",-12.97,-0.79,"701,028,992.00",2017-08-15
1883,"1,653.53","1,661.18","1,640.84","1,642.13",-11.40,-0.69,"743,803,008.00",2017-08-13
1884,"1,661.72","1,664.11","1,650.20","1,653.53",-8.19,-0.49,"869,953,984.00",2017-08-10
1885,"1,667.94","1,675.31","1,661.25","1,661.72",-6.22,-0.37,"824,171,008.00",2017-08-09
1886,"1,665.05","1,671.46","1,663.26","1,667.94",2.89,0.17,"868,548,992.00",2017-08-07
1887,"1,660.58","1,670.01","1,659.99","1,665.05",4.47,0.27,"962,364,992.00",2017-08-06
1888,"1,662.74","1,669.00","1,658.88","1,660.58",-2.16,-0.13,"1,081,469,952.00",2017-08-03
1889,"1,660.25","1,668.55","1,659.19","1,662.74",2.49,0.15,"1,019,910,016.00",2017-08-02
1890,"1,652.69","1,661.73","1,652.36","1,660.25",7.56,0.46,"1,013,820,032.00",2017-08-01
1891,"1,643.28","1,657.01","1,643.28","1,652.69",9.41,0.57,"978,681,024.00",2017-07-31
1892,"1,646.53","1,649.93","1,635.42","1,643.28",-3.25,-0.20,"932,892,992.00",2017-07-30
1893,"1,645.03","1,653.20","1,637.67","1,646.53",1.50,0.09,"1,120,790,016.00",2017-07-27
1894,"1,636.19","1,649.53","1,636.19","1,645.03",8.84,0.54,"1,109,970,048.00",2017-07-26
1895,"1,629.08","1,645.57","1,627.76","1,636.19",7.11,0.44,"808,281,984.00",2017-07-25
1896,"1,635.56","1,636.01","1,625.09","1,629.08",-6.48,-0.40,"1,008,200,000.00",2017-07-24
1897,"1,635.75","1,640.30","1,633.82","1,635.56",-0.19,-0.01,"1,021,249,984.00",2017-07-23
1898,"1,637.27","1,640.34","1,633.60","1,635.75",-1.52,-0.09,"907,945,984.00",2017-07-20
1899,"1,638.41","1,652.73","1,634.97","1,637.27",-1.14,-0.07,"1,107,469,952.00",2017-07-19
1900,"1,604.15","1,638.41","1,603.76","1,638.41",34.26,2.14,"1,102,710,016.00",2017-07-18
1901,"1,583.57","1,604.31","1,582.48","1,604.15",20.58,1.30,"599,289,984.00",2017-07-17
1902,"1,582.67","1,584.38","1,580.08","1,583.57",0.90,0.06,"430,724,000.00",2017-07-16
1903,"1,587.56","1,589.16","1,578.94","1,582.67",-4.89,-0.31,"716,166,976.00",2017-07-13
1904,"1,585.01","1,590.61","1,582.06","1,587.56",2.55,0.16,"561,254,016.00",2017-07-12
1905,"1,575.22","1,586.35","1,571.75","1,585.01",9.79,0.62,"544,070,976.00",2017-07-11
1906,"1,584.15","1,584.34","1,572.00","1,575.22",-8.93,-0.56,"642,406,976.00",2017-07-10
1907,"1,582.11","1,605.39","1,561.79","1,584.15",2.04,0.13,"1,042,430,016.00",2017-07-09
1908,"1,551.06","1,582.52","1,550.77","1,582.11",31.05,2.00,"712,723,008.00",2017-07-06
1909,"1,541.28","1,551.07","1,537.99","1,551.06",9.78,0.63,"455,596,992.00",2017-07-05
1910,"1,544.29","1,546.13","1,540.62","1,541.28",-3.01,-0.19,"354,695,008.00",2017-07-04
1911,"1,541.82","1,551.98","1,541.06","1,544.29",2.47,0.16,"402,097,984.00",2017-07-03
1912,"1,563.81","1,563.93","1,539.75","1,541.82",-21.99,-1.41,"520,582,016.00",2017-07-02
1913,"1,565.09","1,566.35","1,559.61","1,563.81",-1.28,-0.08,"450,164,992.00",2017-06-28
1914,"1,567.72","1,571.72","1,563.04","1,565.09",-2.63,-0.17,"578,462,976.00",2017-06-27
1915,"1,559.49","1,569.94","1,559.30","1,567.72",8.23,0.53,"582,424,000.00",2017-06-25
1916,"1,554.69","1,565.56","1,554.43","1,559.49",4.80,0.31,"494,652,000.00",2017-06-22
1917,"1,551.07","1,559.07","1,548.04","1,554.69",3.62,0.23,"425,968,000.00",2017-06-21
1918,"1,555.16","1,560.35","1,542.06","1,551.07",-4.09,-0.26,"552,184,000.00",2017-06-20
1919,"1,575.98","1,576.82","1,554.09","1,555.16",-20.82,-1.32,"614,467,968.00",2017-06-19
1920,"1,589.59","1,591.90","1,574.73","1,575.98",-13.61,-0.86,"533,216,000.00",2017-06-18
1921,"1,584.49","1,605.01","1,578.66","1,589.59",5.10,0.32,"612,854,976.00",2017-06-15
1922,"1,585.15","1,586.92","1,581.41","1,584.49",-0.66,-0.04,"530,158,016.00",2017-06-14
1923,"1,580.52","1,592.02","1,576.46","1,585.15",4.63,0.29,"468,572,000.00",2017-06-13
1924,"1,590.49","1,593.39","1,577.75","1,580.52",-9.97,-0.63,"482,025,984.00",2017-06-12
1925,"1,615.19","1,618.98","1,589.71","1,590.49",-24.70,-1.53,"646,574,976.00",2017-06-11
1926,"1,623.13","1,623.50","1,610.02","1,615.19",-7.94,-0.49,"474,460,992.00",2017-06-08
1927,"1,637.37","1,651.29","1,622.27","1,623.13",-14.24,-0.87,"752,364,032.00",2017-06-07
1928,"1,602.65","1,637.39","1,602.65","1,637.37",34.72,2.17,"896,185,024.00",2017-06-06
1929,"1,593.81","1,610.30","1,593.90","1,602.65",8.84,0.55,"546,643,008.00",2017-06-05
1930,"1,604.31","1,606.13","1,590.67","1,593.81",-10.50,-0.65,"527,332,000.00",2017-06-04
1931,"1,608.11","1,614.85","1,604.20","1,604.31",-3.80,-0.24,"562,675,968.00",2017-06-01
1932,"1,594.43","1,612.80","1,582.72","1,608.11",13.68,0.86,"649,315,968.00",2017-05-31
1933,"1,615.58","1,616.07","1,592.40","1,594.43",-21.15,-1.31,"732,868,992.00",2017-05-30
1934,"1,629.58","1,629.90","1,611.22","1,615.58",-14.00,-0.86,"723,315,968.00",2017-05-28
1935,"1,626.51","1,632.11","1,615.18","1,629.58",3.07,0.19,"629,254,976.00",2017-05-24
1936,"1,616.40","1,636.14","1,611.61","1,626.51",10.11,0.63,"754,849,024.00",2017-05-23
1937,"1,627.24","1,629.38","1,612.07","1,616.40",-10.84,-0.67,"513,321,984.00",2017-05-22
1938,"1,643.87","1,648.35","1,625.49","1,627.24",-16.63,-1.01,"641,156,992.00",2017-05-21
1939,"1,644.26","1,646.04","1,635.65","1,643.87",-0.39,-0.02,"757,734,976.00",2017-05-18
1940,"1,649.24","1,655.09","1,644.25","1,644.26",-4.98,-0.30,"574,614,976.00",2017-05-17
1941,"1,659.23","1,660.52","1,647.63","1,649.24",-9.99,-0.60,"447,912,000.00",2017-05-16
1942,"1,658.58","1,675.57","1,658.16","1,659.23",0.65,0.04,"596,112,000.00",2017-05-15
1943,"1,650.81","1,659.05","1,650.72","1,658.58",7.77,0.47,"840,556,032.00",2017-05-11
1944,"1,637.30","1,651.09","1,637.21","1,650.81",13.51,0.83,"597,118,976.00",2017-05-09
1945,"1,628.98","1,647.21","1,627.02","1,637.30",8.32,0.51,"560,332,032.00",2017-05-08
1946,"1,653.18","1,655.72","1,625.76","1,628.98",-24.20,-1.46,"668,144,000.00",2017-05-07
1947,"1,662.38","1,668.30","1,652.21","1,653.18",-9.20,-0.55,"752,230,976.00",2017-05-04
1948,"1,658.33","1,679.82","1,658.88","1,662.38",4.05,0.24,"864,366,976.00",2017-05-03
1949,"1,650.78","1,667.97","1,642.37","1,658.33",7.55,0.46,"874,723,968.00",2017-05-02
1950,"1,670.62","1,670.69","1,648.11","1,650.78",-19.84,-1.19,"747,966,016.00",2017-04-30
1951,"1,670.30","1,679.31","1,656.68","1,670.62",0.32,0.02,"1,063,420,032.00",2017-04-27
1952,"1,672.38","1,677.90","1,666.09","1,670.30",-2.08,-0.12,"856,094,976.00",2017-04-26
1953,"1,675.78","1,682.91","1,668.71","1,672.38",-3.40,-0.20,"1,036,600,000.00",2017-04-25
1954,"1,693.72","1,696.85","1,673.08","1,675.78",-17.94,-1.06,"941,086,976.00",2017-04-24
1955,"1,658.34","1,724.54","1,659.46","1,693.72",35.38,2.13,"1,515,859,968.00",2017-04-23
1956,"1,662.02","1,684.33","1,653.62","1,658.34",-3.68,-0.22,"1,299,580,032.00",2017-04-20
1957,"1,612.04","1,662.02","1,609.80","1,662.02",49.98,3.10,"1,037,200,000.00",2017-04-19
1958,"1,651.61","1,651.74","1,603.59","1,612.04",-39.57,-2.40,"1,458,509,952.00",2017-04-18
1959,"1,697.13","1,704.02","1,651.10","1,651.61",-45.52,-2.68,"1,163,069,952.00",2017-04-16
1960,"1,703.07","1,709.08","1,679.68","1,697.13",-5.94,-0.35,"1,391,820,032.00",2017-04-13
1961,"1,709.82","1,737.91","1,702.70","1,703.07",-6.75,-0.40,"1,986,259,968.00",2017-04-12
1962,"1,676.22","1,710.74","1,676.25","1,709.82",33.60,2.00,"1,860,470,016.00",2017-04-11
1963,"1,651.60","1,677.18","1,651.28","1,676.22",24.62,1.49,"1,542,029,952.00",2017-04-10
1964,"1,651.04","1,665.55","1,644.31","1,651.60",0.56,0.03,"1,194,230,016.00",2017-04-09
1965,"1,657.02","1,666.91","1,642.91","1,651.04",-5.98,-0.36,"1,351,320,064.00",2017-04-06
1966,"1,660.52","1,675.95","1,635.22","1,657.02",-3.50,-0.21,"1,566,310,016.00",2017-04-04
1967,"1,667.11","1,746.82","1,648.21","1,660.52",-6.59,-0.40,"2,442,589,952.00",2017-04-03
1968,"1,587.64","1,667.11","1,587.64","1,667.11",79.47,5.01,"903,900,032.00",2017-04-02
1969,"1,588.29","1,600.57","1,569.43","1,587.64",-0.65,-0.04,"1,447,270,016.00",2017-03-30
1970,"1,610.62","1,644.77","1,587.21","1,588.29",-22.33,-1.39,"2,043,980,032.00",2017-03-29
1971,"1,533.83","1,610.67","1,533.83","1,610.62",76.79,5.01,"1,339,960,064.00",2017-03-28
1972,"1,486.04","1,546.48","1,486.04","1,533.83",47.79,3.22,"1,511,490,048.00",2017-03-26
1973,"1,481.08","1,495.58","1,469.57","1,486.04",4.96,0.33,"961,484,032.00",2017-03-23
1974,"1,462.23","1,513.19","1,462.23","1,481.08",18.85,1.29,"1,306,419,968.00",2017-03-22
1975,"1,424.38","1,463.09","1,412.97","1,462.23",37.85,2.66,"1,313,200,000.00",2017-03-21
1976,"1,382.19","1,424.78","1,381.87","1,424.38",42.19,3.05,"1,205,650,048.00",2017-03-20
1977,"1,357.34","1,382.30","1,357.08","1,382.19",24.85,1.83,"640,144,000.00",2017-03-19
1978,"1,356.13","1,359.65","1,354.75","1,357.34",1.21,0.09,"417,496,000.00",2017-03-16
1979,"1,347.09","1,358.24","1,340.30","1,356.13",9.04,0.67,"287,448,992.00",2017-03-15
1980,"1,355.23","1,360.37","1,346.70","1,347.09",-8.14,-0.60,"309,343,008.00",2017-03-14
1981,"1,347.53","1,359.49","1,347.56","1,355.23",7.70,0.57,"335,582,016.00",2017-03-13
1982,"1,341.56","1,353.45","1,341.48","1,347.53",5.97,0.44,"452,680,992.00",2017-03-09
1983,"1,358.41","1,358.48","1,339.27","1,341.56",-16.85,-1.24,"402,360,992.00",2017-03-07
1984,"1,354.34","1,371.53","1,353.47","1,358.41",4.07,0.30,"732,656,000.00",2017-03-06
1985,"1,329.41","1,358.27","1,328.00","1,354.34",24.93,1.88,"558,435,968.00",2017-03-05
1986,"1,316.80","1,329.41","1,316.80","1,329.41",12.61,0.96,"400,524,992.00",2017-03-02
1987,"1,299.29","1,316.96","1,299.10","1,316.80",17.51,1.35,"314,716,000.00",2017-03-01
1988,"1,313.01","1,313.01","1,294.19","1,299.29",-13.72,-1.04,"528,111,008.00",2017-02-28
1989,"1,337.46","1,338.49","1,313.01","1,313.01",-24.45,-1.83,"245,987,008.00",2017-02-26
1990,"1,344.11","1,344.07","1,335.68","1,337.46",-6.65,-0.49,"269,056,000.00",2017-02-23
1991,"1,357.57","1,358.91","1,338.45","1,344.11",-13.46,-0.99,"319,015,008.00",2017-02-22
1992,"1,365.11","1,385.90","1,346.59","1,357.57",-7.54,-0.55,"577,590,016.00",2017-02-21
1993,"1,369.35","1,394.06","1,361.05","1,365.11",-4.24,-0.31,"798,889,024.00",2017-02-20
1994,"1,343.85","1,369.41","1,326.71","1,369.35",25.50,1.90,"628,798,016.00",2017-02-19
1995,"1,316.80","1,345.33","1,314.08","1,343.85",27.05,2.05,"621,523,968.00",2017-02-16
1996,"1,274.97","1,316.81","1,275.06","1,316.80",41.83,3.28,"520,287,008.00",2017-02-15
1997,"1,278.98","1,284.04","1,260.84","1,274.97",-4.01,-0.31,"390,963,008.00",2017-02-14
1998,"1,252.50","1,278.98","1,218.86","1,278.98",26.48,2.11,"462,281,984.00",2017-02-13
1999,"1,296.23","1,297.30","1,252.42","1,252.50",-43.73,-3.37,"451,153,984.00",2017-02-12
2000,"1,322.98","1,323.32","1,296.20","1,296.23",-26.75,-2.02,"411,400,992.00",2017-02-09
2001,"1,344.60","1,346.26","1,321.23","1,322.98",-21.62,-1.61,"324,199,008.00",2017-02-08
2002,"1,348.84","1,350.96","1,338.06","1,344.60",-4.24,-0.31,"297,356,992.00",2017-02-07
2003,"1,364.50","1,364.86","1,346.19","1,348.84",-15.66,-1.15,"222,291,008.00",2017-02-06
2004,"1,382.45","1,384.00","1,353.76","1,364.50",-17.95,-1.30,"255,400,992.00",2017-02-05
2005,"1,389.83","1,416.93","1,377.19","1,382.45",-7.38,-0.53,"516,676,000.00",2017-02-02
2006,"1,326.60","1,390.56","1,326.60","1,389.83",63.23,4.77,"564,668,032.00",2017-02-01
2007,"1,309.70","1,335.23","1,292.98","1,326.60",16.90,1.29,"469,633,984.00",2017-01-31
2008,"1,375.14","1,375.93","1,307.62","1,309.70",-65.44,-4.76,"512,318,016.00",2017-01-30
2009,"1,396.61","1,396.61","1,357.31","1,375.14",-21.47,-1.54,"490,808,000.00",2017-01-26
2010,"1,432.99","1,433.63","1,395.91","1,396.61",-36.38,-2.54,"398,868,000.00",2017-01-25
2011,"1,457.88","1,460.37","1,432.99","1,432.99",-24.89,-1.71,"317,612,992.00",2017-01-24
2012,"1,465.84","1,467.01","1,457.85","1,457.88",-7.96,-0.54,"298,895,008.00",2017-01-23
2013,"1,462.56","1,468.72","1,462.41","1,465.84",3.28,0.22,"231,915,008.00",2017-01-22
2014,"1,462.23","1,468.86","1,461.42","1,462.56",0.33,0.02,"297,208,992.00",2017-01-19
2015,"1,463.04","1,463.66","1,456.95","1,462.23",-0.81,-0.05,"291,684,992.00",2017-01-18
2016,"1,466.09","1,467.38","1,454.99","1,463.04",-3.05,-0.21,"333,654,016.00",2017-01-17
2017,"1,477.72","1,480.07","1,465.53","1,466.09",-11.63,-0.79,"260,408,992.00",2017-01-16
2018,"1,479.86","1,484.43","1,476.25","1,477.72",-2.14,-0.14,"267,938,000.00",2017-01-15
2019,"1,476.51","1,481.77","1,476.26","1,479.86",3.35,0.23,"257,332,992.00",2017-01-12
2020,"1,476.90","1,484.57","1,473.71","1,476.51",-0.39,-0.03,"290,327,008.00",2017-01-11
2021,"1,458.97","1,477.81","1,460.60","1,476.90",17.93,1.23,"356,823,008.00",2017-01-10
2022,"1,447.45","1,461.23","1,447.50","1,458.97",11.52,0.80,"261,236,992.00",2017-01-09
2023,"1,454.14","1,453.89","1,445.66","1,447.45",-6.69,-0.46,"385,014,016.00",2017-01-08
2024,"1,457.82","1,465.72","1,451.36","1,454.14",-3.68,-0.25,"326,768,000.00",2017-01-05
2025,"1,456.82","1,462.83","1,442.51","1,457.82",1.00,0.07,"320,670,016.00",2017-01-04
2026,"1,482.85","1,484.26","1,456.69","1,456.82",-26.03,-1.76,"385,836,992.00",2017-01-03
2027,"1,465.72","1,484.89","1,465.72","1,482.85",17.13,1.17,"494,264,992.00",2017-01-02
2028,"1,443.38","1,476.82","1,443.80","1,465.72",22.34,1.55,"561,280,000.00",2017-01-01
2029,"1,413.15","1,454.64","1,412.90","1,443.38",30.23,2.14,"560,499,008.00",2016-12-29
2030,"1,407.53","1,422.89","1,402.81","1,413.15",5.62,0.40,"433,379,008.00",2016-12-28
2031,"1,432.57","1,433.60","1,394.18","1,407.53",-25.04,-1.75,"546,097,024.00",2016-12-27
2032,"1,475.41","1,476.50","1,432.57","1,432.57",-42.84,-2.90,"458,576,992.00",2016-12-26
2033,"1,470.63","1,480.19","1,466.75","1,475.41",4.78,0.33,"444,880,992.00",2016-12-22
2034,"1,495.99","1,496.23","1,469.55","1,470.63",-25.36,-1.70,"475,655,008.00",2016-12-21
2035,"1,514.88","1,515.08","1,494.76","1,495.99",-18.89,-1.25,"668,400,000.00",2016-12-20
2036,"1,531.35","1,532.00","1,512.79","1,514.88",-16.47,-1.08,"537,187,008.00",2016-12-19
2037,"1,530.06","1,531.43","1,518.74","1,531.35",1.29,0.08,"566,508,992.00",2016-12-18
2038,"1,516.08","1,531.32","1,514.17","1,530.06",13.98,0.92,"479,159,008.00",2016-12-15
2039,"1,509.43","1,518.07","1,502.10","1,516.08",6.65,0.44,"466,484,992.00",2016-12-14
2040,"1,522.80","1,523.98","1,495.91","1,509.43",-13.37,-0.88,"519,555,008.00",2016-12-12
2041,"1,544.68","1,546.21","1,522.64","1,522.80",-21.88,-1.42,"388,068,000.00",2016-12-11
2042,"1,553.90","1,554.24","1,541.52","1,544.68",-9.22,-0.59,"584,075,008.00",2016-12-08
2043,"1,554.51","1,557.42","1,548.01","1,553.90",-0.61,-0.04,"488,444,000.00",2016-12-07
